id,title,overview,vote_average,release_date
381418,Sanam Teri Kasam,"Tough ex-convict Inder and traditional mousy Saraswati fall in love and get married, but a tragedy changes their lives forever. The film is a modern rendition of the legends of Shiva-Sati and the novel Love Story by Eric Segal.",7.9,2016-02-05
359594,Red Diaries,The first episode deals about the story of a mistress who is engaged in an extra-curricular activity with her lover's driver. The second story deals about an illicit relationship of a balik-bayan with a seminarian. The third and the most controversial is about the martyr wife of an abusive police officer who allowed his colleagues to molest his wife.,1.0,2001-07-31
1127366,SHINE 61,"SHINE Championship Match Allysin Kay defends vs SHINE Nova Champion Shotzi Blackheart  Las Sicarias Collide! Mercedes Martinez vs Ivelisse  SHINE Tag Team Championship Match - No DQ - No Count Out Rainbow Bright of Luscious Latasha & Gabby Gilbert defend vs Team AAA of Aja Perera & Aerial Monroe w/ Ayla  Brandi Lauren vs Alex Gracia Natalia Markova vs Kris Statlander BTY of Marti Belle & Jayme Jameson vs Lindsay Snow & Jenna  The Cutie Pie Club of Candy Cartwright & Double D'Rose vs Avery Taylor & Brittany Blake Tina San Antonio vs Notorious Nadi",0.0,2019-09-19
1191077,"What the Blood Moon Brings: Messiah of Evil, A New American Nightmare","A documentary feature that explores 1973's Messiah of Evil in the context of American independent cinema of the 70s, as well as examining the film's allegiance to several subgenres of horror.",0.0,2023-11-14
255588,The Devilish Killer,"The Devilish Killer is the most dangerous fighter that ever lived...After defeating all of China’s martial art factions in a grand battle, he decides that his victory cannot be complete unless he possesses the two Thunderbolt Swords. The leader of the Thunderbolt Sword clan sends his two sons into hiding knowing that sooner or later the Devilish Killer will come for them and destroy his clan.  After the two sons leave, taking the Thunderbolt Sword with them, fate leads them to meet a young swordswoman who owns the other Thunderbolt Sword and together they unite their swords and train for the ultimate showdown with the Devilish Killer.",0.0,1971-01-01
133953,Snow Shark: Ancient Snow Beast,12 years ago during a scientific expedition 3 animal biologists stumbled upon a great discovery that ended in tragedy. Whatever killed them has awoken and now the legend of the Ancient Snow Beast could prove to be more than just a legend.,3.3,2011-10-12
1224392,A Break of Happy Moments,"After Durriya pressures Saleh about their crumbling family house, a magical portal suddenly appears and takes them to parallel worlds they never knew existed.",5.9,2024-04-10
109472,The Girl,"Ria, an eighteen-year-old mentally unstable girl, falls in love with her tenant Anjan, who already has a girlfriend. When he rejects her advances, she tries to create difference between the couple.",0.0,2001-06-06
763285,Ambulance,"Decorated veteran Will Sharp, desperate for money to cover his wife's medical bills, asks for help from his adoptive brother Danny. A charismatic career criminal, Danny instead offers him a score: the biggest bank heist in Los Angeles history: $32 million.",6.646,2022-03-16
787307,Sherlock Holmes Solves the Sign of the Four,An adaptation of the Arthur Conan Doyle novel starring Sherlock Holmes.,0.0,1913-02-25
1398359,Tourist Family,A quirky Sri Lankan family seeking a fresh start in India transforms a disconnected neighborhood into a vibrant community with their infectious love and kindness.,8.1,2025-04-30
1320793,Hosa Neeru,"Hosa Neeru is a 1986 Kannada-language film, directed by K. V. Jayaram and written by K. V. Raju. The film stars Anant Nag and Suhasini. It is considered one of the best movies by the Anant Nag and K. V. Jayaram duo. It is also the first movie for Suhasini with Anant Nag.  After marriage, a woman who is an engineering graduate decides to take up a job. However, she faces strong opposition from her father-in-law who does not want her to work.",0.0,1986-01-03
13387,Transporter 3,"Frank Martin puts the driving gloves on to deliver Valentina, the kidnapped daughter of a Ukrainian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective.",6.149,2008-11-26
215,Saw II,"The chilling and relentless Jigsaw killer returns to terrorize the city once again. When a gruesome murder victim emerges with unmistakable traces of Jigsaw's sinister methods, Detective Eric Matthews is thrust into a high-stakes investigation. To his surprise, apprehending Jigsaw seems almost too easy, but what he doesn't realize is that being caught is merely another piece of Jigsaw's intricate puzzle.",6.604,2005-10-28
2486,Eragon,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.",5.118,2006-12-14
512196,Happy Death Day 2U,"Collegian Tree Gelbman wakes up in horror to learn that she's stuck in a parallel universe. Her boyfriend Carter is now with someone else, and her friends and fellow students seem to be completely different versions of themselves. When Tree discovers that Carter's roommate has been altering time, she finds herself once again the target of a masked killer. When the psychopath starts to go after her inner circle, Tree soon realizes that she must die over and over again to save everyone.",6.3,2019-02-13
103332,Ruby Sparks,"Calvin is a young novelist who achieved phenomenal success early in his career but is now struggling with his writing – as well as his romantic life. Finally, he makes a breakthrough and creates a character named Ruby who inspires him. When Calvin finds Ruby, in the flesh, sitting on his couch about a week later, he is completely flabbergasted that his words have turned into a living, breathing person.",7.1,2012-07-25
589738,Siliconn City,"Siliconn City is a 2017 Kannada action film directed by Murali Gurappa, in his first direction. The film features Srinagar Kitty, Anil Siddhu, Suraj Gowda, Kavya Shetty and Ekta Rathod in the lead roles. The film is a remake of Tamil film Metro.",0.0,2017-06-16
366136,Days and Nights,"An athletic young man falls for a beautiful woman with a troubled brother. Handsome Yehia (Hafez) may come from a troubled background, but he's always strived to make the best of his life. When Yehia falls for the beautiful Samia (Iman), he believes he has finally found the woman with whom he could spend the rest of his life. Trouble soon arises, however, when Samia's delinquent stepbrother begins doing everything in his power to sabotage the couple's relationship.",7.6,1955-09-08
1315744,Battle of life,"Ahmed and Fadel are two brothers, one is a lawyer and the other works to collect money by all means, but he discovers too late that money is useless, and that it is indeed a door to many corruptions and temptations.",0.0,1950-11-27
1300913,RevPro Revolution Rumble 2023,"Revolution Rumble (2023) was a professional wrestling supercard event produced by Revolution Pro Wrestling (RevPro) that took place on March 26, 2023, at the York Hall in London, England.",0.0,2023-03-26
548215,Malacostraca,A failing writer loses his grip on reality as his wife grows pregnant with their child.,7.6,2018-09-13
40067,Dragon's Claws,"A ""Dragon Claw"" master returns from Manchuria where he became a traitor to China. He's after the coveted Dragon Claw Golden Tablet that will force people to bow down to him. He challenges the Grand-master who has a checkered past of his own. The Grand-master happens to suffers from a terminal chronic injury related to his evil past. The traitor kills the grand-master, causing his wife and son the go into hiding. The wife seems to really be the Dragon Claw master in the family and she vows to train her son the kung fu secrets. The son finds that one of his friends has learned a strange style of kung fu from a filthy medicine man. The son seeks him out to improve his kung fu and defeat the traitor.",6.2,1979-01-01
358834,Ithu Njangalude Katha,"Raghu, Ramankutty, Vasu, Santhosh and Johny are best friends. Johny is the son of a rich entrepreneur who begs for affection and Raghu, is happy-go-lucky youth. Santhosh is a jobless youth who is looking for a job while Ramankutty wants to enter in the cinema field. Vasu is a caring brother who is determined to work hard and get his sisters married.  Their life takes a turn when Prabha arrives in their locality. Prabha comes there for her heart transplantation. Prabha becomes their friends while the five youth fall in love with her. What transpires later forms the crux of the story.",0.0,1982-08-05
